"","Year","Countries","Economic Freedom Summary Index","Rank","Size of Government","Legal System & Property Rights","Sound Money","Freedom to trade internationally","Regulation","GDP per capita","World GDP","USD"
"234",1995,"Kenya",5.85,68,5.7,3.43,6.81,7.44,5.85,330.804330184085,3.0848e+13,75.86538
"235",1995,"Korea, South",6.58,46,6.42,5.62,8.05,7.18,5.62,16882.4214606658,3.0848e+13,75.86538
"236",1995,"Luxembourg",7.9,11,4.4,9.09,9.73,9.22,7.08,52831.2523660674,3.0848e+13,75.86538
"237",1995,"Malaysia",7.36,23,6.92,5.89,9.11,7.45,7.44,4328.00001769299,3.0848e+13,75.86538
"238",1995,"Mexico",6.46,49,7.47,5.3,5.5,7.72,6.33,3828.71702287945,3.0848e+13,75.86538
"239",1995,"Morocco",5.85,68,6.27,5.61,6.69,5.67,5.01,1428.06618232968,3.0848e+13,75.86538
"240",1995,"Netherlands",7.96,9,4.78,9.11,9.7,9.27,6.96,28884.7135222434,3.0848e+13,75.86538
"241",1995,"New Zealand",8.84,3,7.46,9.17,9.75,8.96,8.86,17400.2393749313,3.0848e+13,75.86538
"242",1995,"Nigeria",3.81,117,6.26,4.52,1.27,1.56,5.46,264.295634183588,3.0848e+13,75.86538
"243",1995,"Norway",7.57,18,3.17,9.19,9.47,8.97,7.05,34875.1973878148,3.0848e+13,75.86538
"244",1995,"Pakistan",5.55,78,5.84,4.67,7.6,4.22,5.43,493.661507955893,3.0848e+13,75.86538
"245",1995,"Peru",6.47,48,8.21,4.76,5.13,7.9,6.34,2217.78468138056,3.0848e+13,75.86538
"246",1995,"Philippines",7.1,32,8.2,4.55,8.8,7.1,6.88,1061.347868272,3.0848e+13,75.86538
"247",1995,"Portugal",7.4,20,5.49,8.04,9.18,8.8,5.5,11782.5214789678,3.0848e+13,75.86538
"248",1995,"Singapore",8.88,2,8.39,8.31,9.69,9.45,8.56,24936.8308288424,3.0848e+13,75.86538
"249",1995,"South Africa",5.9,67,6.3,3.06,6.44,6.48,7.23,3693.68170544455,3.0848e+13,75.86538
"250",1995,"Spain",7.18,29,4.16,7.46,9.61,8.66,6,15429.9394216199,3.0848e+13,75.86538
"251",1995,"Sweden",7.32,25,2.6,8.85,9.54,9.28,6.33,29914.331746409,3.0848e+13,75.86538
"252",1995,"Switzerland",8.16,7,6.37,9.14,9.63,8.43,7.24,48662.4397737883,3.0848e+13,75.86538
"253",1995,"Syria",4.08,113,4.57,4.07,6.59,2.36,2.82,NA,3.0848e+13,75.86538
"254",1995,"Tanzania",5.36,84,7.01,5.55,5.02,5.02,4.2,180.465023310587,3.0848e+13,75.86538
"255",1995,"Thailand",7.07,33,7.76,5.41,9.46,6.09,6.65,2845.41031378063,3.0848e+13,75.86538
"256",1995,"Tunisia",5.58,77,4.56,5.24,7.02,5.47,5.59,1978.37678941893,3.0848e+13,75.86538
"257",1995,"Turkey",5.69,74,6.93,4.31,3.21,7.75,6.27,2897.87020756225,3.0848e+13,75.86538
"258",1995,"United Kingdom",8.21,6,5.42,8.84,9.6,9.03,8.14,23013.4588199274,3.0848e+13,75.86538
"259",1995,"United States",8.48,4,6.88,8.76,9.76,8.65,8.33,28782.1750200918,3.0848e+13,75.86538
"260",1995,"Venezuela",4.35,106,6.13,3.84,1.93,5.2,4.64,NA,3.0848e+13,75.86538
"261",1990,"Argentina",4.47,92,6.18,5.7,2.5,4.4,3.58,4318.77469950773,2.25738e+13,58.47124
"262",1990,"Australia",7.73,10,5.35,7.86,9.15,8.15,8.12,18214.8369843135,2.25738e+13,58.47124
"263",1990,"Austria",6.95,24,3.11,8.35,9.63,7.64,6.05,21680.9896863626,2.25738e+13,58.47124
"264",1990,"Belgium",7.56,12,4.19,8.35,9.74,9.49,6.02,20710.6443430806,2.25738e+13,58.47124
"265",1990,"Brazil",4.23,98,6.07,6.19,0,4.28,4.59,3093.03747863815,2.25738e+13,58.47124
"266",1990,"Canada",8.17,6,5.81,8.35,9.68,8.64,8.39,21371.2910981421,2.25738e+13,58.47124
"267",1990,"Chile",6.61,30,6.51,5.5,7.65,6.73,6.69,2500.64625680918,2.25738e+13,58.47124
"268",1990,"Colombia",5.02,68,7.23,3.41,4.9,4.04,5.5,1175.1492701086,2.25738e+13,58.47124
"269",1990,"Congo, Dem. R.",3.12,108,5.74,1.63,0,4.3,3.94,1146.81227761124,2.25738e+13,58.47124
"270",1990,"Denmark",7.16,16,3.17,8.35,9.46,7.83,7,26891.4416399373,2.25738e+13,58.47124
"271",1990,"Ecuador",5.47,57,8.25,4.92,3.98,5.1,5.12,1491.40168162039,2.25738e+13,58.47124
"272",1990,"Finland",6.99,20,4.15,8.35,9.27,6.67,6.52,28380.548911275,2.25738e+13,58.47124
"273",1990,"France",7.04,19,3.53,7.73,9.69,7.82,6.42,21690.6291168529,2.25738e+13,58.47124
"274",1990,"Germany",7.64,11,5.15,8.35,9.67,9.48,5.56,22219.5725271486,2.25738e+13,58.47124
"275",1990,"Greece",5.95,42,4.81,6.76,6.89,6.6,4.66,9600.18512965969,2.25738e+13,58.47124
"276",1990,"Guatemala",5.81,48,8.07,2.17,6.83,6.44,5.52,825.807388097378,2.25738e+13,58.47124
"277",1990,"Hong Kong",8.73,1,9.31,5.94,9.02,9.97,9.43,615.273362925158,2.25738e+13,58.47124
"278",1990,"Iceland",6.92,25,6.03,8.35,7.08,6.62,6.54,25008.8494624088,2.25738e+13,58.47124
"279",1990,"India",4.79,83,4.88,3.9,6.63,2.67,5.89,363.964087319698,2.25738e+13,58.47124
"280",1990,"Indonesia",6,40,7.13,3.67,8.76,5.29,5.17,585.001031058804,2.25738e+13,58.47124
"281",1990,"Iran",4.29,97,5.06,1.71,8.99,2.05,3.65,10297.4276654405,2.25738e+13,58.47124
"282",1990,"Ireland",7.06,18,5.56,7.73,6.8,7.56,7.65,14048.1065755463,2.25738e+13,58.47124
"283",1990,"Israel",4.48,91,3.72,4.3,3.95,6.86,3.58,12658.1540594149,2.25738e+13,58.47124
"284",1990,"Italy",6.75,27,3.33,7.73,9.28,7.83,5.56,20757.0886782131,2.25738e+13,58.47124
"285",1990,"Japan",7.94,8,5.83,7.73,9.8,8.74,7.59,25359.34702031,2.25738e+13,58.47124
"286",1990,"Kenya",5.37,60,4.83,5.01,6.66,3.87,6.5,366.300890877046,2.25738e+13,58.47124
"287",1990,"Korea, South",6.38,34,6.49,5.45,6.59,7.42,5.96,8776.74134437874,2.25738e+13,58.47124
"288",1990,"Luxembourg",8.07,7,4.73,8.35,9.53,9.51,8.24,34645.1432443401,2.25738e+13,58.47124
"289",1990,"Malaysia",7.26,14,6.27,5.79,9,7.25,8,2440.59180136594,2.25738e+13,58.47124
"290",1990,"Mexico",6.26,35,7.96,6.76,3.59,7.63,5.33,3077.74708740678,2.25738e+13,58.47124
"291",1990,"Morocco",4.98,71,5.91,2.88,6.5,4.73,4.9,1202.56753069507,2.25738e+13,58.47124
"292",1990,"Netherlands",7.56,12,4.94,8.35,9.64,8.81,6.05,21019.125671934,2.25738e+13,58.47124
"293",1990,"New Zealand",7.86,9,5.3,8.35,8.64,8.85,8.18,13670.20068584,2.25738e+13,58.47124
"294",1990,"Nigeria",3.5,105,2.49,2.82,4.14,2.96,5.08,322.841182633172,2.25738e+13,58.47124
"295",1990,"Norway",6.99,20,2.94,8.35,8.73,8.88,6.08,28242.943738533,2.25738e+13,58.47124
"296",1990,"Pakistan",4.81,81,5.14,2.38,7.87,3.07,5.61,371.572621920217,2.25738e+13,58.47124
"297",1990,"Peru",3.87,101,7.13,2.93,1.25,4.07,3.96,1210.0059784398,2.25738e+13,58.47124
"298",1990,"Philippines",5.88,46,8,2.3,5.76,5.43,7.9,715.310585301965,2.25738e+13,58.47124
"299",1990,"Portugal",6.2,36,5.22,7.73,6.05,7.55,4.45,7885.39401919224,2.25738e+13,58.47124
"300",1990,"Singapore",8.49,2,8.22,7.25,9.34,9.9,7.74,11864.2802127196,2.25738e+13,58.47124
"301",1990,"South Africa",5.26,64,6.32,1.46,5.81,6.22,6.5,3076.45538715286,2.25738e+13,58.47124
"302",1990,"Spain",6.56,32,4.67,7.16,6.36,8.6,5.99,13767.3814721712,2.25738e+13,58.47124
"303",1990,"Sweden",6.96,23,2.62,8.35,8.03,9.65,6.17,30162.3157718195,2.25738e+13,58.47124
"304",1990,"Switzerland",8.21,4,6.43,8.35,9.72,9.76,6.82,38428.3855023167,2.25738e+13,58.47124
"305",1990,"Syria",3.32,107,4.38,2.35,5.58,1.55,2.77,NA,2.25738e+13,58.47124
"306",1990,"Tanzania",3.81,102,3.58,4.89,4.58,1.51,4.51,172.044798448973,2.25738e+13,58.47124
"307",1990,"Thailand",6.69,28,7.36,6.43,7.97,5.07,6.62,1508.28577397932,2.25738e+13,58.47124
"308",1990,"Tunisia",5.26,64,5.81,2.92,6.98,5.04,5.57,1492.87880920885,2.25738e+13,58.47124
"309",1990,"Turkey",4.73,86,5.82,3.98,3.87,4.71,5.28,2794.35355132653,2.25738e+13,58.47124
"310",1990,"United Kingdom",8.18,5,5.65,7.73,9.48,9.47,8.59,19095.4669984608,2.25738e+13,58.47124
"311",1990,"United States",8.48,3,6.96,8.35,9.68,8.74,8.66,23954.4793548671,2.25738e+13,58.47124
"312",1990,"Venezuela",5.55,53,5.95,5.7,4.74,6.41,4.93,NA,2.25738e+13,58.47124
"313",1985,"Argentina",3.53,100,5.22,4.31,2.5,1.69,3.95,2909.51661013406,1.26798e+13,54.98793
"314",1985,"Australia",7.16,12,4.42,7.88,9.35,7.53,6.62,11434.8898883603,1.26798e+13,54.98793
"315",1985,"Austria",6.46,21,3.05,7.88,8.31,6.93,6.11,9172.09676880976,1.26798e+13,54.98793
"316",1985,"Belgium",7.32,10,3.6,7.88,9.58,9.72,5.8,8797.65967886135,1.26798e+13,54.98793
"317",1985,"Brazil",2.96,107,5.08,4.45,0,0.94,4.33,1643.1965026761,1.26798e+13,54.98793
"318",1985,"Canada",7.87,5,5.24,7.88,8.93,8.79,8.5,14060.4617782265,1.26798e+13,54.98793
"319",1985,"Chile",5.55,42,5.71,4.46,7.06,4.78,5.74,1453.31620561991,1.26798e+13,54.98793
"320",1985,"Colombia",5.06,62,5.94,3.4,6.69,4.11,5.16,1125.2019352182,1.26798e+13,54.98793
"321",1985,"Congo, Dem. R.",3.53,100,4.71,1.64,1.49,5.25,4.57,1015.5573870385,1.26798e+13,54.98793
"322",1985,"Denmark",6.37,25,3.14,7.88,6.51,8.04,6.28,12253.0955451375,1.26798e+13,54.98793
"323",1985,"Ecuador",4.6,80,5.09,4.96,6.89,2.19,3.88,1895.76988737014,1.26798e+13,54.98793
"324",1985,"Finland",6.77,13,4.41,7.88,7.94,7.06,6.54,11405.9336506035,1.26798e+13,54.98793
"325",1985,"France",6.03,32,3.13,7.25,6.69,6.77,6.32,9739.09205651748,1.26798e+13,54.98793
"326",1985,"Germany",7.27,11,4.26,7.48,9.47,9.69,5.45,9393.89169050237,1.26798e+13,54.98793
"327",1985,"Greece",5.1,60,3.74,5.61,6.96,5.34,3.87,4813.71117991069,1.26798e+13,54.98793
"328",1985,"Guatemala",5.01,64,7.07,1.77,8.02,2.5,5.67,1179.80355567272,1.26798e+13,54.98793
"329",1985,"Hong Kong",8.34,2,8.89,6.31,9.33,9.93,7.25,850.114290679528,1.26798e+13,54.98793
"330",1985,"Iceland",5.42,49,5.35,7.88,2.84,5.53,5.51,12178.0619224559,1.26798e+13,54.98793
"331",1985,"India",4.72,74,4.5,4.38,6.61,2.4,5.7,293.48864710527,1.26798e+13,54.98793
"332",1985,"Indonesia",5.79,36,6.35,3.71,9.27,5.42,4.18,516.867806245799,1.26798e+13,54.98793
"333",1985,"Iran",3.73,94,4.33,1.76,8.1,1.07,3.38,3099.8815254079,1.26798e+13,54.98793
"334",1985,"Ireland",6.53,20,4.26,6.65,6.65,7.55,7.52,6018.93522618845,1.26798e+13,54.98793
"335",1985,"Israel",4.04,92,2.74,6.65,1.25,6.22,3.34,6495.06059144493,1.26798e+13,54.98793
"336",1985,"Italy",5.78,37,2.96,6.78,6.29,8.05,4.85,7964.32863738739,1.26798e+13,54.98793
"337",1985,"Japan",7.55,8,5.95,7.25,8.54,8.02,7.97,11584.6493269017,1.26798e+13,54.98793
"338",1985,"Kenya",5.28,55,3.94,4.96,6.84,4.4,6.26,312.196025352328,1.26798e+13,54.98793
"339",1985,"Korea, South",5.49,45,6.24,3.7,6.41,5.43,5.65,12330.4736421466,1.26798e+13,54.98793
"340",1985,"Luxembourg",8.39,1,7.39,8.35,9.58,9.74,6.9,12921.9584210817,1.26798e+13,54.98793
"341",1985,"Malaysia",6.68,15,5.56,5.61,8.38,7.25,6.6,2000.14597755726,1.26798e+13,54.98793
"342",1985,"Mexico",4.67,78,6.19,5.38,3.67,4.38,3.74,2384.57693277463,1.26798e+13,54.98793
"343",1985,"Morocco",5,65,5.23,2.88,6.81,5.37,4.7,659.833501846024,1.26798e+13,54.98793
"344",1985,"Netherlands",7.34,9,4.28,8.35,9.44,9.04,5.6,9799.44303762773,1.26798e+13,54.98793
"345",1985,"New Zealand",6.29,27,3.54,7.88,6.17,7.31,6.57,7684.05504624587,1.26798e+13,54.98793
"346",1985,"Nigeria",4.18,91,5.5,2.37,6.32,1.53,5.16,345.327564252475,1.26798e+13,54.98793
"347",1985,"Norway",6.39,23,3.25,8.11,6.45,8.11,6.01,15753.5527652129,1.26798e+13,54.98793
"348",1985,"Pakistan",4.83,72,4.73,3.13,6.78,3.77,5.74,337.726018974316,1.26798e+13,54.98793
"349",1985,"Peru",2.47,109,5.42,2.23,0,1.3,3.39,846.70576993303,1.26798e+13,54.98793
"350",1985,"Philippines",4.92,67,6.75,2.19,4.59,5.26,5.81,565.763467302315,1.26798e+13,54.98793
"351",1985,"Portugal",5.46,46,3.86,6.08,5.61,6.93,4.81,2705.45921651878,1.26798e+13,54.98793
"352",1985,"Singapore",7.65,7,6.59,7.25,8.29,9.96,6.19,6995.10130318793,1.26798e+13,54.98793
"353",1985,"South Africa",5.03,63,6.1,2.23,5.63,5.31,5.9,2051.82768817254,1.26798e+13,54.98793
"354",1985,"Spain",6.14,29,4.2,6.42,6.61,7.62,5.85,4686.89106924257,1.26798e+13,54.98793
"355",1985,"Sweden",6.45,22,2.61,7.41,8.1,8.1,6.03,13474.1613455755,1.26798e+13,54.98793
"356",1985,"Switzerland",8.15,4,6.69,8.35,9.66,9.63,6.43,16655.3373919475,1.26798e+13,54.98793
"357",1985,"Syria",3.01,106,1.95,2.38,6.1,1.81,2.8,NA,1.26798e+13,54.98793
"358",1985,"Tanzania",3.79,93,3.79,5.48,4.92,1.57,3.21,NA,1.26798e+13,54.98793
"359",1985,"Thailand",5.94,35,5.58,5.85,7.02,5.37,5.88,747.494132268818,1.26798e+13,54.98793
"360",1985,"Tunisia",4.37,86,3.86,2.94,6.5,3.59,4.96,1148.6381003945,1.26798e+13,54.98793
"361",1985,"Turkey",4.65,79,4.93,5.2,2.68,5.25,5.21,1368.40290568117,1.26798e+13,54.98793
"362",1985,"United Kingdom",7.71,6,4.61,6.65,9.35,9.68,8.25,8652.21654247593,1.26798e+13,54.98793
"363",1985,"United States",8.26,3,6.05,8.35,9.36,8.92,8.6,18269.4221684235,1.26798e+13,54.98793
"364",1985,"Venezuela",6.08,30,6.86,5.25,8.34,4.56,5.39,NA,1.26798e+13,54.98793
"365",1980,"Argentina",4.25,80,6.1,3.97,2.5,4.62,4.09,2738.28472318497,1.117e+13,29.76658
"366",1980,"Australia",6.85,12,5.08,7.26,9,6.38,6.53,10191.8160604335,1.117e+13,29.76658
"367",1980,"Austria",6.45,18,3.14,8.04,8.4,6.87,5.79,10869.5464236099,1.117e+13,29.76658
"368",1980,"Belgium",7.35,9,3.62,7.83,9.58,9.67,6.05,12932.8605964577,1.117e+13,29.76658
"369",1980,"Brazil",3.92,86,5.27,4.56,1.66,3.24,4.89,1939.79087647145,1.117e+13,29.76658
"370",1980,"Canada",7.77,4,5.37,7.18,9.09,8.69,8.53,11135.4379854841,1.117e+13,29.76658
"371",1980,"Chile",5.05,57,5,5.72,2.31,6.5,5.7,2577.32357506364,1.117e+13,29.76658
"372",1980,"Colombia",4.59,69,5.35,3.98,4.86,3.62,5.16,1204.15516834541,1.117e+13,29.76658
"373",1980,"Congo, Dem. R.",2.84,102,5,1.58,1.1,2.07,4.43,927.096255871317,1.117e+13,29.76658
"374",1980,"Denmark",6.24,24,3.06,7.18,6.68,7.85,6.44,13883.8996463609,1.117e+13,29.76658
"375",1980,"Ecuador",5.7,36,5.45,5.53,8.15,4.87,4.52,2241.79000580815,1.117e+13,29.76658
"376",1980,"Finland",6.5,16,4.67,6.83,7.78,6.83,6.38,11232.274564422,1.117e+13,29.76658
"377",1980,"France",6.05,27,4.22,6.45,6.4,6.78,6.42,12672.1812450251,1.117e+13,29.76658
"378",1980,"Germany",7.18,11,4.34,7.7,9.43,8.98,5.45,12092.3818542945,1.117e+13,29.76658
"379",1980,"Greece",5.72,33,5.76,5.57,7.12,6.22,3.93,5893.66180979161,1.117e+13,29.76658
"380",1980,"Guatemala",6.27,23,7.72,2.26,8.95,5.47,6.95,1081.72504300498,1.117e+13,29.76658
"381",1980,"Hong Kong",8.72,1,9.75,8.13,8.51,9.94,7.25,697.607540577323,1.117e+13,29.76658
"382",1980,"Iceland",5.15,54,5.12,6.83,2.62,5.69,5.5,14602.2365301649,1.117e+13,29.76658
"383",1980,"India",5.02,58,5,5.14,6.29,3,5.68,263.840719769997,1.117e+13,29.76658
"384",1980,"Indonesia",4.79,63,5.27,2.84,6.54,5.24,4.05,491.43777880234,1.117e+13,29.76658
"385",1980,"Iran",3.53,97,4.56,1.37,6.9,0.98,3.86,3911.54300303153,1.117e+13,29.76658
"386",1980,"Ireland",6.46,17,4.67,7.08,5.93,7.65,6.95,6380.06966831912,1.117e+13,29.76658
"387",1980,"Israel",3.5,98,1.82,3.98,2.03,6.13,3.52,6228.61491166864,1.117e+13,29.76658
"388",1980,"Italy",5.58,41,4.1,5.7,5.55,8,4.57,8429.02315340573,1.117e+13,29.76658
"389",1980,"Japan",7.37,8,5.8,7.91,8.28,6.92,7.92,9465.3797140302,1.117e+13,29.76658
"390",1980,"Kenya",4.84,62,3.79,4.2,6.17,3.98,6.06,446.574454322163,1.117e+13,29.76658
"391",1980,"Korea, South",5.38,48,5.97,5.8,5.29,4.8,5.05,20868.7421570256,1.117e+13,29.76658
"392",1980,"Luxembourg",8.05,3,6.77,7.83,9.05,9.7,6.9,17113.842251689,1.117e+13,29.76658
"393",1980,"Malaysia",6.61,15,4.84,5.86,9.05,7.12,6.18,1774.73630961095,1.117e+13,29.76658
"394",1980,"Mexico",5.19,53,5.69,6.29,7.7,1.3,4.97,2801.98076069368,1.117e+13,29.76658
"395",1980,"Morocco",4.29,78,4.63,1.61,6.26,4.41,4.55,1077.24294157105,1.117e+13,29.76658
"396",1980,"Netherlands",7.29,10,4.34,7.48,9.43,9,6.21,13615.8370736975,1.117e+13,29.76658
"397",1980,"New Zealand",6.44,19,3.82,8.04,6.31,7.62,6.38,7436.78597065766,1.117e+13,29.76658
"398",1980,"Nigeria",3.44,100,2.19,2.95,5.91,1.3,4.82,873.960732031519,1.117e+13,29.76658
"399",1980,"Norway",5.72,33,2.87,7.05,6.43,6.89,5.35,15772.2409073814,1.117e+13,29.76658
"400",1980,"Pakistan",4.25,80,5.03,2.26,6.39,2.2,5.35,303.448955667202,1.117e+13,29.76658
"401",1980,"Peru",3.6,95,6.47,3.14,1.62,3.29,3.46,1044.63988840675,1.117e+13,29.76658
"402",1980,"Philippines",5.15,54,6.49,2.72,6.1,5.11,5.34,684.654382176202,1.117e+13,29.76658
"403",1980,"Portugal",5.62,38,3.63,8,5.61,6.73,4.1,3368.6983695763,1.117e+13,29.76658
"404",1980,"Singapore",7.42,6,6.98,8.13,6.51,9.28,6.18,4926.95802257463,1.117e+13,29.76658
"405",1980,"South Africa",5.23,51,5.97,3.09,5.29,6.49,5.3,2788.39935257825,1.117e+13,29.76658
"406",1980,"Spain",5.81,30,5.18,4.58,6.07,7.74,5.46,6191.71494503494,1.117e+13,29.76658
"407",1980,"Sweden",5.66,37,1.63,6.61,7.56,6.67,5.85,16856.7610864306,1.117e+13,29.76658
"408",1980,"Switzerland",7.62,5,6.78,6.32,9.59,9.58,5.85,18832.1967194448,1.117e+13,29.76658
"409",1980,"Syria",3.69,92,3.84,1.37,8.18,2.3,2.75,NA,1.117e+13,29.76658
"410",1980,"Tanzania",4.33,76,5.83,5.75,4.11,1.62,4.35,NA,1.117e+13,29.76658
"411",1980,"Thailand",5.86,29,6.01,6.52,6.32,5.16,5.29,682.773455546258,1.117e+13,29.76658
"412",1980,"Tunisia",4.55,71,4.19,4.1,6.18,3.59,4.7,1373.10066682634,1.117e+13,29.76658
"413",1980,"Turkey",3.59,96,4.4,4.95,0.78,3.43,4.41,1564.24897993025,1.117e+13,29.76658
"414",1980,"United Kingdom",6.72,13,3.94,7.05,5.96,9.63,7,10032.062080015,1.117e+13,29.76658
"415",1980,"United States",8.07,2,5.17,8.35,9.22,8.97,8.63,12597.6675101771,1.117e+13,29.76658
"416",1980,"Venezuela",6.72,13,6.29,6.22,7.4,8.67,5.04,NA,1.117e+13,29.76658
"417",1975,"Argentina",3.13,72,5.63,1.5,2.5,0.9,5.14,2011.68904032488,5.89639e+12,27.5747
"418",1975,"Australia",6.06,17,4.71,5.07,8.47,6.21,5.85,6992.53897536211,5.89639e+12,27.5747
"419",1975,"Austria",6.04,21,3.91,NA,8.04,6.63,5.59,5285.62072414121,5.89639e+12,27.5747
"420",1975,"Belgium",6.75,11,3.99,5.73,9.01,9.69,5.33,6737.24825069324,5.89639e+12,27.5747
"421",1975,"Brazil",4.19,56,5.35,4.2,4,2.13,5.25,1149.58612059323,5.89639e+12,27.5747
"422",1975,"Canada",7.2,6,5.23,5.84,8.75,8.49,7.67,7489.94053115827,5.89639e+12,27.5747
"423",1975,"Chile",3.34,69,3.96,3.44,0,4.71,4.57,730.409900666526,5.89639e+12,27.5747
"424",1975,"Colombia",4.62,51,6.96,3.33,5.12,3.09,NA,529.0886693566,5.89639e+12,27.5747
"425",1975,"Congo, Dem. R.",3.92,60,4.92,NA,5.81,0.67,4.28,482.442681606357,5.89639e+12,27.5747
"426",1975,"Denmark",6.09,16,3.63,6.16,6.24,7.87,6.53,7999.11153176832,5.89639e+12,27.5747
"427",1975,"Ecuador",5.31,38,5.14,3.66,7.43,5.02,NA,1106.51847832901,5.89639e+12,27.5747
"428",1975,"Finland",6.05,19,5.29,4.96,6.8,6.65,6.55,6260.19127850933,5.89639e+12,27.5747
"429",1975,"France",5.81,26,4.63,4.59,6.26,6.96,6.61,6650.96896633976,5.89639e+12,27.5747
"430",1975,"Germany",6.76,10,3.79,6.6,9.32,8.96,5.15,6212.76312670789,5.89639e+12,27.5747
"431",1975,"Greece",5.82,25,6.79,5.4,6.91,6.43,3.58,3153.23530574717,5.89639e+12,27.5747
"432",1975,"Guatemala",7.24,5,8.83,NA,6.84,6.42,6.87,566.685442716882,5.89639e+12,27.5747
"433",1975,"Hong Kong",8.42,2,9.17,6.6,9.16,9.92,7.25,356.456379601942,5.89639e+12,27.5747
"434",1975,"Iceland",4.53,52,6.92,4.96,3.25,2.2,5.29,6358.56170216035,5.89639e+12,27.5747
"435",1975,"India",4.27,55,4.88,2.09,6.39,2.78,5.24,156.380095043253,5.89639e+12,27.5747
"436",1975,"Indonesia",4.78,50,6.48,3.05,6.57,4.47,3.31,233.03929364285,5.89639e+12,27.5747
"437",1975,"Iran",5.64,31,4.73,3.68,6.75,7.4,NA,1151.81772868642,5.89639e+12,27.5747
"438",1975,"Ireland",5.96,23,3.66,6.38,5.7,7.49,6.55,2976.96102204843,5.89639e+12,27.5747
"439",1975,"Israel",4.03,58,2.66,6.05,5.37,2.22,3.86,4443.94597202123,5.89639e+12,27.5747
"440",1975,"Italy",5.37,36,5.15,3.87,5.68,7.33,4.81,4093.44660431927,5.89639e+12,27.5747
"441",1975,"Japan",6.83,9,6.17,6.16,7.52,6.82,7.49,4659.12011498931,5.89639e+12,27.5747
"442",1975,"Kenya",4.8,49,4.23,3.66,5.73,4.91,5.47,241.672321212985,5.89639e+12,27.5747
"443",1975,"Korea, South",5.18,42,6.6,4.32,4.56,5.84,4.58,11731.5533356704,5.89639e+12,27.5747
"444",1975,"Luxembourg",8.48,1,NA,8.35,9,9.69,6.9,9008.02789044613,5.89639e+12,27.5747
"445",1975,"Malaysia",6.05,19,5.28,4.12,7.32,7.16,6.39,764.555063200847,5.89639e+12,27.5747
"446",1975,"Mexico",5.73,29,6.08,4.09,8.13,5.58,4.77,1445.64698361896,5.89639e+12,27.5747
"447",1975,"Morocco",4.91,46,5.67,2.4,6.09,5.47,NA,502.544832943967,5.89639e+12,27.5747
"448",1975,"Netherlands",6.6,13,4.35,6.38,9.14,7.88,5.28,7241.88606836983,5.89639e+12,27.5747
"449",1975,"New Zealand",5.77,28,4.41,5.07,5.9,7.1,6.35,4214.99671800999,5.89639e+12,27.5747
"450",1975,"Nigeria",3.85,61,5.12,3.52,3.47,2.33,4.82,438.336261441873,5.89639e+12,27.5747
"451",1975,"Norway",5.57,33,3.06,5.4,6.4,6.93,6.09,8204.45151152979,5.89639e+12,27.5747
"452",1975,"Pakistan",3.51,66,4.7,1.41,5.21,2.87,3.35,169.791235727325,5.89639e+12,27.5747
"453",1975,"Peru",3.5,67,6.29,0.96,4.87,1.89,NA,1108.1564362718,5.89639e+12,27.5747
"454",1975,"Philippines",5.02,44,7.09,3.44,5.59,3.51,5.48,360.671378239613,5.89639e+12,27.5747
"455",1975,"Portugal",3.74,64,4.35,1.06,5.58,3.51,4.22,2127.84700902697,5.89639e+12,27.5747
"456",1975,"Singapore",7.01,8,6.78,6.6,6.64,9.2,5.82,2489.7846193751,5.89639e+12,27.5747
"457",1975,"South Africa",5.23,40,4.56,2.81,6.22,6.49,6.08,1454.08033061963,5.89639e+12,27.5747
"458",1975,"Spain",5.57,33,6.81,3.1,5.73,6.21,6.02,3201.11920134726,5.89639e+12,27.5747
"459",1975,"Sweden",5.34,37,2.69,4.42,7.42,6.89,5.3,9974.65732087962,5.89639e+12,27.5747
"460",1975,"Switzerland",7.12,7,6.88,6.49,9.52,6.75,5.97,NA,5.89639e+12,27.5747
"461",1975,"Syria",4.88,47,4.44,NA,7.66,4.71,2.72,NA,5.89639e+12,27.5747
"462",1975,"Tanzania",3.46,68,4.55,NA,4.89,1.71,2.69,NA,5.89639e+12,27.5747
"463",1975,"Thailand",5.83,24,6.99,4.64,6.29,5.19,6.05,351.54751685883,5.89639e+12,27.5747
"464",1975,"Tunisia",4.49,53,5.19,2.77,6.05,3.56,4.88,765.790158097852,5.89639e+12,27.5747
"465",1975,"Turkey",3.83,62,4.66,2.47,4.79,2.76,4.47,1136.37669545234,5.89639e+12,27.5747
"466",1975,"United Kingdom",6.06,17,3,8.35,5.08,6.94,6.92,4299.74561799284,5.89639e+12,27.5747
"467",1975,"United States",7.88,3,5.09,7.91,9.26,8.82,8.3,7820.06547114686,5.89639e+12,27.5747
"468",1975,"Venezuela",6.22,15,7.43,2.78,7.12,8.51,5.24,NA,5.89639e+12,27.5747
"469",1970,"Argentina",5.67,33,5.96,3.55,7.87,NA,5.31,1317.48775502669,2.95699e+12,25.96016
"470",1970,"Australia",6.93,14,5.08,8.03,9.62,6.51,5.39,3299.03729664552,2.95699e+12,25.96016
"471",1970,"Austria",6.51,19,5.76,NA,8.38,6.76,5.16,2058.76907922607,2.95699e+12,25.96016
"472",1970,"Belgium",7.44,6,5.43,6.49,9.64,9.91,5.7,2780.69618678327,2.95699e+12,25.96016
